# SKILL RUNTIME AUDIT PROGRESS
# Format: [STATUS] card_no | name_en | trigger | type | ability_path | engine | mcp | notes | date
# STATUS: PENDING | ENGINE_PASS | MCP_PASS | FAIL | SKIP | WONTFIX
# Separate from CARD_AUDIT_PROGRESS.txt (text/rules audit).
# Rebuilt: 2026-07-10
#
# Vol.1 deep outcome audit (2026-07-11):
# - Dedicated batch: reports/skill_audit_batches/batch-vol1.json (bp_vol1, 104 cards / 190 nodes)
# - Shallow engine+MCP: FAIL 0 / SKIP 0
# - Outcome PHPUnit: tests/Engine/Vol1NijigasakiSkillAuditTest.php + Vol1HasunosoraLiellaSkillAuditTest.php
#   covering 47 unique ability fingerprints (PL!N / PL!HS / PL!SP / LL-bp1)
# - Engine fixes shipped with this pass: AbilityResolver no longer pre-refreshes WR into deck;
#   pick_yell_member single-candidate add; reveal_deck_until_live then; energy_wait viability;
#   Solitude Rain score_per_distinct_heart_colors
# - Remaining SKIP/WONTFIX for vol.1 deep suite: none (nested continuous draw_per_yell_* exercised
#   only as presence on Live cards; foil variants share ability JSON with audited reps)
[MCP_PASS] PL!S-bp2-001-P | Chika Takami | continuous | blade_if_no_self_success_opp_has | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-P＋ | Emma Verde | on_enter | activate_energy | abilities[1].choices.activate_energy.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-P＋ | Emma Verde | on_enter | activate_one_member | abilities[1].choices.activate_member.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-P＋ | Emma Verde | on_enter | player_choice | abilities[1] | PASS | PASS | wr_filter=member; prompt=player_choice; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-R | Emma Verde | continuous | hand_cost_reduction_if_wait_group | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-R | Emma Verde | on_enter | activate_energy | abilities[1].choices.activate_energy.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-R | Emma Verde | on_enter | activate_one_member | abilities[1].choices.activate_member.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-R | Emma Verde | on_enter | player_choice | abilities[1] | PASS | PASS | wr_filter=member; prompt=player_choice; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-009-P＋ | Rina Tennoji | live_start | grant_bonus_hearts | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-009-R | Rina Tennoji | live_start | grant_bonus_hearts | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-010-P＋ | Shioriko Mifune | on_enter | choice_energy_or_wr_lives_deck_top | abilities[0] | PASS | PASS | wr_filter=member; prompt=choice_energy_or_wr_lives_deck_top; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-010-R | Shioriko Mifune | on_enter | choice_energy_or_wr_lives_deck_top | abilities[0] | PASS | PASS | wr_filter=member; prompt=choice_energy_or_wr_lives_deck_top; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-011-P＋ | Mia Taylor | continuous | blade_per_stacked_energy | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-011-P＋ | Mia Taylor | on_enter | optional_stack_energy_add_wr_live | abilities[1] | PASS | PASS | wr_filter=member; prompt=optional_stack_energy_add_wr_live; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-011-R | Mia Taylor | continuous | blade_per_stacked_energy | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-011-R | Mia Taylor | on_enter | optional_stack_energy_add_wr_live | abilities[1] | PASS | PASS | wr_filter=member; prompt=optional_stack_energy_add_wr_live; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-012-P＋ | Lanzhu Zhong | auto | energy_wait_on_stage_cost_enter | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-012-P＋ | Lanzhu Zhong | live_success | pick_yell_member | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-012-P＋ | Lanzhu Zhong | live_success | optional_discard_prompt | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-012-R | Lanzhu Zhong | auto | energy_wait_on_stage_cost_enter | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-012-R | Lanzhu Zhong | live_success | pick_yell_member | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-012-R | Lanzhu Zhong | live_success | optional_discard_prompt | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-013-P＋ | Ayumu Uehara | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-013-R | Ayumu Uehara | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-014-P＋ | Kasumi Nakasu | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-014-R | Kasumi Nakasu | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-015-P＋ | Shizuku Osaka | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-015-R | Shizuku Osaka | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-016-P＋ | Karin Asaka | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-003-PR | Ayumu Uehara | on_enter | reveal_hand_look_live_if_no_live | abilities[0] | PASS | PASS | wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-004-PR | Kasumi Nakasu | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-004-PR | Kasumi Nakasu | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-005-PR | Shizuku Osaka | on_enter | draw_and_discard | abilities[0] | PASS | PASS | wr_filter=member; prompt=effect_discard_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-006-PR | Karin Asaka | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-006-PR | Karin Asaka | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-007-PR | Ai Miyashita | on_enter | draw_and_discard | abilities[0] | PASS | PASS | wr_filter=member; prompt=effect_discard_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-008-PR | Kanata Konoe | on_enter | reveal_hand_look_live_if_no_live | abilities[0] | PASS | PASS | wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-009-PR | Setsuna Yuki | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-009-RM | Setsuna Yuki | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-010-PR | Emma Verde | on_enter | reveal_hand_look_live_if_no_live | abilities[0] | PASS | PASS | wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-011-PR | Rina Tennoji | on_enter | draw_and_discard | abilities[0] | PASS | PASS | wr_filter=member; prompt=effect_discard_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-012-PR | Shioriko Mifune | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-012-RM | Shioriko Mifune | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-013-PR | Mia Taylor | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-013-PR | Mia Taylor | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-014-PR | Lanzhu Zhong | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-014-RM | Lanzhu Zhong | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-019-PR | Kasumi Nakasu | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-020-PR | Emma Verde | continuous | blade_if_exact_stage_members | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-021-PR | Lanzhu Zhong | live_success | pick_yell_member | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-PR-021-PR | Lanzhu Zhong | live_success | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-PR-022-PR | Emma Verde | on_enter | noop | abilities[0].choices.other.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-022-PR | Emma Verde | on_enter | opp_stage_blade_bonus | abilities[0].choices.please.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-022-PR | Emma Verde | on_enter | optional_ema_punch | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-023-PR | Ayumu Uehara | auto | auto_yell_hearts_if_group_member_count | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-PR-024-PR | Shizuku Osaka | continuous | blade_bonus_if_combined_success_count | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-025-PR | Setsuna Yuki | auto | draw_on_self_or_baton_enter | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-PR-026-PR | Rina Tennoji | on_enter | stack_wr_member_under | abilities[0] | PASS | PASS | wr_filter=member; prompt=batch99_stack_wr_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-026-PR | Rina Tennoji | continuous | inherit_stacked_live_success | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-027-PR | Karin Asaka | continuous | hearts_if_combined_stage_members | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-028-PR | Ai Miyashita | on_enter | draw_until_hand | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-PR-028-PR | Ai Miyashita | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-016-R | Karin Asaka | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_looked_deck_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-017-P＋ | Ai Miyashita | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-017-R | Ai Miyashita | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-018-P＋ | Kanata Konoe | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-018-R | Kanata Konoe | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-019-P＋ | Setsuna Yuki | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-019-R | Setsuna Yuki | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-020-P＋ | Emma Verde | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-020-R | Emma Verde | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-021-P＋ | Rina Tennoji | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-021-R | Rina Tennoji | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-022-P＋ | Shioriko Mifune | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-022-R | Shioriko Mifune | on_enter | baton_enter_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-023-P＋ | Mia Taylor | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-023-R | Mia Taylor | on_enter | optional_pay_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_pay_play_hand_member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-024-P＋ | Lanzhu Zhong | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-024-R | Lanzhu Zhong | on_enter | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_looked_deck_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-028-N | Karin Asaka | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-028-N | Karin Asaka | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-034-N | Shioriko Mifune | live_start | choose_replace_member_hearts | abilities[0] | PASS | PASS | wr_filter=member; prompt=choose_replace_member_hearts; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-035-N | Mia Taylor | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-035-N | Mia Taylor | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-036-N | Lanzhu Zhong | live_start | choose_replace_member_hearts | abilities[0] | PASS | PASS | wr_filter=member; prompt=choose_replace_member_hearts; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-037-L | Cara Tesoro | live_start | score_if_yell_activated_energy_and_members | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-038-L | PHOENIX | live_start | score_if_success_or_live_zone_color_count | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-039-L | Stellar Stream | live_start | member_hearts_if_live_zone_heart_color | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-042-L | Eternalize Love!! | live_start | reduce_hearts_if_same_name_duplicate | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-sd1-001-SD | Ayumu Uehara | on_enter | look_reveal_group | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_looked_deck_hand; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-sd1-001-SD | Ayumu Uehara | live_start | member_blade_bonus | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-sd1-001-SD | Ayumu Uehara | live_start | optional_pay_energy | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-sd1-002-SD | Kasumi Nakasu | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-sd1-002-SD | Kasumi Nakasu | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-sd1-003-SD | Shizuku Osaka | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-sd1-003-SD | Shizuku Osaka | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-sd1-004-SD | Karin Asaka | live_start | blade_bonus | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-sd1-004-SD | Karin Asaka | live_start | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-sd1-005-PRproteinbar | Ai Miyashita | activated | discard_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=effect_discard_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-001-P | Kaho Hinoshita | on_enter | activate_energy | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-001-R | Kaho Hinoshita | on_enter | activate_energy | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-002-P | Sayaka Murano | activated | pay_leave_stage_play_wr_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-002-RM | Sayaka Murano | activated | pay_leave_stage_play_wr_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-002-R | Sayaka Murano | activated | pay_leave_stage_play_wr_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-P | Kozue Otomune | continuous | live_score_if_full_stage_distinct_group | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-P | Kozue Otomune | activated | pay_energy_add_from_wr | abilities[1] | PASS | PASS | wr_filter=member; prompt=pick_wr_to_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-P＋ | Kozue Otomune | continuous | live_score_if_full_stage_distinct_group | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-P＋ | Kozue Otomune | activated | pay_energy_add_from_wr | abilities[1] | PASS | PASS | wr_filter=member; prompt=pick_wr_to_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-R＋ | Kozue Otomune | continuous | live_score_if_full_stage_distinct_group | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-R＋ | Kozue Otomune | activated | pay_energy_add_from_wr | abilities[1] | PASS | PASS | wr_filter=member; prompt=pick_wr_to_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-SEC | Kozue Otomune | continuous | live_score_if_full_stage_distinct_group | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-003-SEC | Kozue Otomune | activated | pay_energy_add_from_wr | abilities[1] | PASS | PASS | wr_filter=member; prompt=pick_wr_to_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!HS-bp1-004-P | Tsuzuri Yugiri | activated | pay_energy_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_to_hand; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!HS-bp1-004-P | Tsuzuri Yugiri | live_start | blade_bonus_per_live_zone | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!HS-bp1-004-P | Tsuzuri Yugiri | live_start | optional_pay_energy | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!HS-bp1-004-P＋ | Tsuzuri Yugiri | activated | pay_energy_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_to_hand; tierC phase=main_first | 2026-07-10
